tweet_id,FKRA,FRE,achieve,adverb,affect,aggr_auth_messages,aggr_follow_up_users,aggr_messages,anger,anx,article,assent,auth_followers,auth_friends,auth_verified,author_message_count,auxverb,bi_overlap,bio,body,cause,certain,cogmech,comp,conj,cross_entropy,death,discrep,down_mentions,downward_overlap,excl,family,feel,filler,follow_up_messages,follow_up_users,friend,funct,future,health,hear,home,humans,i,in_overlap,incl,ingest,inhib,insight,ipron,leisure,max_auth_favorites,max_auth_replies,max_auth_rts,message_count,money,motion,mutual_mentions,mutual_mentions_repeats,neg,negate,negemo,neu,new_words_ratio,nonfl,num_chars,num_unique_terms,num_words,number,out_overlap,past,percept,pos,posemo,ppron,preps,present,pronoun,quant,relativ,relig,sad,see,sexual,shehe,social,space,swear,targ_followers,targ_friends,targ_verified,target_message_count,tentat,they,thread_length,time,timeline_sim,up_mentions,upward_overlap,verb,we,work,you
1138312060360679425,0.5,100.24,0.0,0.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1283.0,737.0,False,2671.0,1.0,0.030968468468468468,0.0,0.0,0.0,0.0,0.0,-0.5859,0.0,6.614257510433446,0.0,0.0,13.0,0.02543424317617866,0.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.031700288184438034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.07706422018348624,0.2091020910209102,0.5589999999999999,0.0,1.0,0.441,0.0,0.0,20.0,5.0,5.0,0.0,0.023105360443622918,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,507.0,370.0,False,3027.0,0.0,0.0,0.18,0.0,0.8245265825239644,28.0,0.023868312757201648,2.0,0.0,0.0,1.0
1138312190363131905,-1.4,116.15,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,761.0,762.0,False,1294.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0772,0.0,5.229526472325508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.002207505518763797,0.0017574692442882249,0.313,0.0,1.0,0.261,0.2,0.0,29.0,6.0,6.0,0.0,0.0,0.0,0.0,0.426,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0,129.0,False,2123.0,0.0,0.0,13.847222222222221,0.0,0.6459230479358653,0.0,0.0,0.0,0.0,0.0,0.0
1138312223942696960,5.2,62.81,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,141.0,193.0,False,1470.0,0.0,0.07888888888888887,1.0,0.0,0.0,0.0,0.0,-0.6901,1.0,6.333758776374541,0.0,0.0,14.0,0.1017274472168906,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06927710843373494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0625,0.4284090909090909,0.701,0.0,1.0,0.299,0.5,0.0,19.0,3.0,3.0,0.0,0.10405643738977073,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,569.0,433.0,False,302.0,0.0,0.0,3.285,0.0,0.7185829107103818,5.0,0.06872370266479662,1.0,0.0,0.0,0.0
1138312316217372672,-2.2,118.18,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1533.0,1222.0,False,1807.0,0.0,0.028791926387652118,1.0,1.0,0.0,0.0,0.0,-0.5848,0.0,7.5572821669737875,0.0,0.0,9.0,0.02651978784169727,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028451001053740783,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.03440187646598905,0.07965931863727455,0.5579999999999999,0.0,0.0,0.442,0.3333333333333333,0.0,21.0,4.0,4.0,0.0,0.0313376987839102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1395.0,983.0,False,826.0,0.0,0.0,1.6752777777777783,0.0,0.8838666598137144,10.0,0.02146760343481655,0.0,0.0,0.0,0.0
1138312400099205120,7.8,71.06,0.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3057.0,782.0,False,2008.0,2.0,0.1387119603680113,1.0,0.0,1.0,0.0,1.0,0.763,2.0,7.843226292984305,0.0,0.0,15.0,0.060216311020169534,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.13541364296081276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1719077568134172,0.501038062283737,0.0,0.0,1.0,0.7090000000000001,0.2,0.0,98.0,18.0,18.0,0.0,0.19014084507042253,0.0,0.0,0.29100000000000004,2.0,3.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4765.0,570.0,False,2415.0,0.0,0.0,0.34444444444444444,0.0,0.901134287014112,98.0,0.06651287966166859,2.0,0.0,0.0,1.0
1138312479795232768,0.8,103.54,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,46.0,False,1.0,0.0,0.00019646365422396856,2.0,2.0,0.0,0.0,0.0,-0.5106,0.0,7.6496926237115135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.355,0.0,0.0,0.645,1.0,0.0,34.0,8.0,8.0,0.0,0.01098901098901099,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,31820.0,46.0,False,259.0,0.0,0.0,7.670555555555558,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1138312504961110016,4.0,89.51,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,91.0,85.0,False,199.0,1.0,0.02034120734908136,1.0,1.0,1.0,0.0,3.0,0.3818,0.0,9.466104040780392,0.0,1.0,4.0,0.02373581011351909,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02113821138211382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.01555411535968892,0.06241699867197875,0.179,0.0,0.0,0.51,0.25,0.0,68.0,13.0,13.0,1.0,0.02708333333333333,1.0,0.0,0.311,2.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1165.0,901.0,False,2582.0,0.0,0.0,24.676388888888887,1.0,0.7533844234865266,1.0,0.022076860179885527,1.0,0.0,0.0,1.0
1138312509130248192,6.1,85.14,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,414.0,443.0,False,1893.0,0.0,0.041050903119868636,2.0,2.0,0.0,0.0,3.0,-0.1045,0.0,7.706977271138822,0.0,0.0,5.0,0.014652014652014654,0.0,1.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0224,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.02644746247319514,0.14402618657937807,0.158,0.0,1.0,0.7020000000000001,0.09090909090909093,0.0,101.0,19.0,19.0,1.0,0.05263157894736842,0.0,0.0,0.14,1.0,1.0,4.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,225.0,417.0,False,883.0,2.0,0.0,4.92,0.0,0.8101111273318001,8.0,0.0167427701674277,0.0,0.0,0.0,0.0
1138312530101538816,8.6,79.58,0.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,47.0,49.0,False,603.0,3.0,0.3478260869565217,2.0,1.0,0.0,1.0,8.0,-0.8173,2.0,5.306454259636861,0.0,3.0,34.0,0.3666666666666665,3.0,0.0,0.0,0.0,12.0,2.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,2.0,0.3666666666666665,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.15384615384615385,0.3814589665653496,0.254,1.0,2.0,0.746,0.18181818181818185,0.0,123.0,22.0,26.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,5.0,0.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,35.0,35.0,False,58.0,1.0,0.0,262.9675,1.0,0.522804224356796,37.0,0.2727272727272727,6.0,0.0,0.0,3.0
1138312605624414213,10.0,60.63,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2301.0,1226.0,False,2778.0,2.0,0.009392668247309869,0.0,0.0,1.0,0.0,4.0,0.4939,1.0,6.351172428226612,0.0,0.0,1.0,0.002229240200631618,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00027401013837512,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.025383707201889014,0.08102157639806253,0.142,0.0,1.0,0.56,0.3,0.0,115.0,20.0,21.0,0.0,0.02248520710059172,1.0,0.0,0.299,1.0,2.0,2.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,185604.0,3094.0,True,954.0,1.0,1.0,9.774444444444443,0.0,0.6405422668489918,0.0,0.00048208259681825486,3.0,0.0,1.0,0.0
